Created as New Dataset,ABS black tube
cm-1,%T
2836.00,93.97
2835.00,94.16
2834.00,94.34
2833.00,94.51
2832.00,94.67
2831.00,94.82
2830.00,94.96
2829.00,95.09
2828.00,95.21
2827.00,95.32
2826.00,95.42
2825.00,95.51
2824.00,95.59
2823.00,95.66
2822.00,95.73
2821.00,95.79
2820.00,95.84
2819.00,95.88
2818.00,95.92
2817.00,95.96
2816.00,95.99
2815.00,96.02
2814.00,96.05
2813.00,96.08
2812.00,96.10
2811.00,96.13
2810.00,96.15
2809.00,96.17
2808.00,96.19
2807.00,96.21
2806.00,96.22
2805.00,96.24
2804.00,96.25
2803.00,96.27
2802.00,96.29
2801.00,96.30
2800.00,96.32
2799.00,96.33
2798.00,96.34
2797.00,96.35
2796.00,96.36
2795.00,96.37
2794.00,96.38
2793.00,96.39
2792.00,96.41
2791.00,96.42
2790.00,96.43
2789.00,96.44
2788.00,96.45
2787.00,96.46
2786.00,96.47
2785.00,96.47
2784.00,96.48
2783.00,96.49
2782.00,96.50
2781.00,96.51
2780.00,96.52
2779.00,96.53
2778.00,96.54
2777.00,96.55
2776.00,96.57
2775.00,96.57
2774.00,96.58
2773.00,96.59
2772.00,96.60
2771.00,96.60
2770.00,96.61
2769.00,96.62
2768.00,96.63
2767.00,96.63
2766.00,96.64
2765.00,96.64
2764.00,96.65
2763.00,96.65
2762.00,96.66
2761.00,96.66
2760.00,96.66
2759.00,96.67
2758.00,96.67
2757.00,96.67
2756.00,96.68
2755.00,96.68
2754.00,96.68
2753.00,96.69
2752.00,96.69
2751.00,96.69
2750.00,96.69
2749.00,96.69
2748.00,96.70
2747.00,96.70
2746.00,96.70
2745.00,96.70
2744.00,96.70
2743.00,96.70
2742.00,96.70
2741.00,96.70
2740.00,96.70
2739.00,96.70
2738.00,96.70
2737.00,96.70
2736.00,96.71
2735.00,96.71
2734.00,96.71
2733.00,96.71
2732.00,96.71
2731.00,96.71
2730.00,96.71
2729.00,96.71
2728.00,96.71
2727.00,96.72
2726.00,96.72
2725.00,96.72
2724.00,96.72
2723.00,96.72
2722.00,96.72
2721.00,96.72
2720.00,96.72
2719.00,96.72
2718.00,96.72
2717.00,96.73
2716.00,96.73
2715.00,96.73
2714.00,96.73
2713.00,96.73
2712.00,96.73
2711.00,96.74
2710.00,96.74
2709.00,96.74
2708.00,96.74
2707.00,96.74
2706.00,96.74
2705.00,96.74
2704.00,96.74
2703.00,96.74
2702.00,96.74
2701.00,96.74
2700.00,96.75
2699.00,96.75
2698.00,96.75
2697.00,96.75
2696.00,96.75
2695.00,96.75
2694.00,96.75
2693.00,96.76
2692.00,96.76
2691.00,96.76
2690.00,96.75
2689.00,96.75
2688.00,96.75
2687.00,96.75
2686.00,96.75
2685.00,96.75
2684.00,96.75
2683.00,96.75
2682.00,96.75
2681.00,96.75
2680.00,96.75
2679.00,96.75
2678.00,96.75
2677.00,96.75
2676.00,96.75
2675.00,96.75
2674.00,96.75
2673.00,96.75
2672.00,96.75
2671.00,96.75
2670.00,96.75
2669.00,96.75
2668.00,96.75
2667.00,96.75
2666.00,96.74
2665.00,96.74
2664.00,96.73
2663.00,96.72
2662.00,96.70
2661.00,96.69
2660.00,96.69
2659.00,96.68
2658.00,96.67
2657.00,96.66
2656.00,96.66
2655.00,96.66
2654.00,96.65
2653.00,96.65
2652.00,96.64
2651.00,96.64
2650.00,96.63
2649.00,96.63
2648.00,96.63
2647.00,96.63
2646.00,96.62
2645.00,96.62
2644.00,96.61
2643.00,96.61
2642.00,96.60
2641.00,96.59
2640.00,96.58
2639.00,96.58
2638.00,96.57
2637.00,96.57
2636.00,96.57
2635.00,96.57
2634.00,96.58
2633.00,96.58
2632.00,96.58
2631.00,96.58
2630.00,96.59
2629.00,96.60
2628.00,96.61
2627.00,96.62
2626.00,96.63
2625.00,96.63
2624.00,96.63
2623.00,96.63
2622.00,96.63
2621.00,96.63
2620.00,96.63
2619.00,96.63
2618.00,96.63
2617.00,96.63
2616.00,96.64
2615.00,96.64
2614.00,96.64
2613.00,96.63
2612.00,96.63
2611.00,96.63
2610.00,96.62
2609.00,96.62
2608.00,96.61
2607.00,96.61
2606.00,96.61
2605.00,96.61
2604.00,96.61
2603.00,96.62
2602.00,96.63
2601.00,96.63
2600.00,96.64
2599.00,96.64
2598.00,96.64
2597.00,96.65
2596.00,96.65
2595.00,96.65
2594.00,96.66
2593.00,96.66
2592.00,96.67
2591.00,96.67
2590.00,96.68
2589.00,96.68
2588.00,96.67
2587.00,96.67
2586.00,96.67
2585.00,96.67
2584.00,96.66
2583.00,96.66
2582.00,96.67
2581.00,96.67
2580.00,96.68
2579.00,96.68
2578.00,96.69
2577.00,96.69
2576.00,96.69
2575.00,96.70
2574.00,96.70
2573.00,96.71
2572.00,96.71
2571.00,96.71
2570.00,96.71
2569.00,96.71
2568.00,96.70
2567.00,96.70
2566.00,96.70
2565.00,96.70
2564.00,96.70
2563.00,96.70
2562.00,96.70
2561.00,96.71
2560.00,96.71
2559.00,96.71
2558.00,96.71
2557.00,96.71
2556.00,96.70
2555.00,96.70
2554.00,96.71
2553.00,96.71
2552.00,96.71
2551.00,96.71
2550.00,96.70
2549.00,96.70
2548.00,96.70
2547.00,96.71
2546.00,96.70
2545.00,96.70
2544.00,96.70
2543.00,96.70
2542.00,96.71
2541.00,96.71
2540.00,96.71
2539.00,96.71
2538.00,96.71
2537.00,96.71
2536.00,96.72
2535.00,96.72
2534.00,96.72
2533.00,96.72
2532.00,96.72
2531.00,96.71
2530.00,96.71
2529.00,96.71
2528.00,96.71
2527.00,96.71
2526.00,96.71
2525.00,96.71
2524.00,96.71
2523.00,96.71
2522.00,96.71
2521.00,96.71
2520.00,96.71
2519.00,96.72
2518.00,96.72
2517.00,96.72
2516.00,96.72
2515.00,96.72
2514.00,96.71
2513.00,96.71
2512.00,96.71
2511.00,96.71
2510.00,96.71
2509.00,96.72
2508.00,96.73
2507.00,96.73
2506.00,96.74
2505.00,96.74
2504.00,96.75
2503.00,96.76
2502.00,96.76
2501.00,96.76
2500.00,96.76
2499.00,96.75
2498.00,96.76
2497.00,96.76
2496.00,96.76
2495.00,96.76
2494.00,96.77
2493.00,96.77
2492.00,96.77
2491.00,96.77
2490.00,96.77
2489.00,96.77
2488.00,96.77
2487.00,96.77
2486.00,96.77
2485.00,96.78
2484.00,96.79
2483.00,96.79
2482.00,96.80
2481.00,96.80
2480.00,96.80
2479.00,96.80
2478.00,96.80
2477.00,96.81
2476.00,96.81
2475.00,96.81
2474.00,96.81
2473.00,96.81
2472.00,96.81
2471.00,96.81
2470.00,96.81
2469.00,96.81
2468.00,96.81
2467.00,96.81
2466.00,96.80
2465.00,96.80
2464.00,96.80
2463.00,96.79
2462.00,96.80
2461.00,96.80
2460.00,96.80
