Created as New Dataset,ABS black tube
cm-1,%T
2459.00,96.80
2458.00,96.79
2457.00,96.79
2456.00,96.78
2455.00,96.78
2454.00,96.77
2453.00,96.77
2452.00,96.78
2451.00,96.78
2450.00,96.78
2449.00,96.78
2448.00,96.79
2447.00,96.79
2446.00,96.79
2445.00,96.79
2444.00,96.79
2443.00,96.80
2442.00,96.80
2441.00,96.81
2440.00,96.81
2439.00,96.81
2438.00,96.81
2437.00,96.81
2436.00,96.81
2435.00,96.81
2434.00,96.82
2433.00,96.82
2432.00,96.83
2431.00,96.84
2430.00,96.84
2429.00,96.84
2428.00,96.84
2427.00,96.84
2426.00,96.84
2425.00,96.84
2424.00,96.84
2423.00,96.84
2422.00,96.85
2421.00,96.85
2420.00,96.85
2419.00,96.85
2418.00,96.85
2417.00,96.85
2416.00,96.85
2415.00,96.85
2414.00,96.85
2413.00,96.85
2412.00,96.85
2411.00,96.85
2410.00,96.85
2409.00,96.85
2408.00,96.86
2407.00,96.86
2406.00,96.88
2405.00,96.88
2404.00,96.89
2403.00,96.89
2402.00,96.89
2401.00,96.89
2400.00,96.89
2399.00,96.89
2398.00,96.89
2397.00,96.90
2396.00,96.90
2395.00,96.90
2394.00,96.90
2393.00,96.90
2392.00,96.90
2391.00,96.91
2390.00,96.91
2389.00,96.91
2388.00,96.91
2387.00,96.91
2386.00,96.91
2385.00,96.91
2384.00,96.91
2383.00,96.91
2382.00,96.90
2381.00,96.90
2380.00,96.89
2379.00,96.89
2378.00,96.89
2377.00,96.90
2376.00,96.90
2375.00,96.90
2374.00,96.90
2373.00,96.89
2372.00,96.89
2371.00,96.89
2370.00,96.89
2369.00,96.89
2368.00,96.90
2367.00,96.90
2366.00,96.90
2365.00,96.89
2364.00,96.88
2363.00,96.87
2362.00,96.85
2361.00,96.83
2360.00,96.81
2359.00,96.80
2358.00,96.79
2357.00,96.80
2356.00,96.81
2355.00,96.81
2354.00,96.82
2353.00,96.82
2352.00,96.82
2351.00,96.82
2350.00,96.81
2349.00,96.80
2348.00,96.80
2347.00,96.80
2346.00,96.81
2345.00,96.81
2344.00,96.79
2343.00,96.76
2342.00,96.73
2341.00,96.70
2340.00,96.69
2339.00,96.69
2338.00,96.69
2337.00,96.70
2336.00,96.70
2335.00,96.71
2334.00,96.72
2333.00,96.73
2332.00,96.74
2331.00,96.75
2330.00,96.75
2329.00,96.73
2328.00,96.70
2327.00,96.63
2326.00,96.54
2325.00,96.46
2324.00,96.40
2323.00,96.39
2322.00,96.40
2321.00,96.42
2320.00,96.43
2319.00,96.45
2318.00,96.46
2317.00,96.47
2316.00,96.48
2315.00,96.49
2314.00,96.50
2313.00,96.51
2312.00,96.52
2311.00,96.53
2310.00,96.54
2309.00,96.55
2308.00,96.56
2307.00,96.57
2306.00,96.57
2305.00,96.58
2304.00,96.59
2303.00,96.59
2302.00,96.59
2301.00,96.59
2300.00,96.59
2299.00,96.59
2298.00,96.59
2297.00,96.58
2296.00,96.58
2295.00,96.57
2294.00,96.56
2293.00,96.54
2292.00,96.53
2291.00,96.51
2290.00,96.50
2289.00,96.48
2288.00,96.47
2287.00,96.45
2286.00,96.44
2285.00,96.44
2284.00,96.43
2283.00,96.44
2282.00,96.46
2281.00,96.47
2280.00,96.49
2279.00,96.50
2278.00,96.51
2277.00,96.51
2276.00,96.51
2275.00,96.52
2274.00,96.52
2273.00,96.51
2272.00,96.51
2271.00,96.51
2270.00,96.51
2269.00,96.50
2268.00,96.50
2267.00,96.51
2266.00,96.52
2265.00,96.53
2264.00,96.52
2263.00,96.51
2262.00,96.49
2261.00,96.47
2260.00,96.44
2259.00,96.41
2258.00,96.39
2257.00,96.36
2256.00,96.33
2255.00,96.30
2254.00,96.27
2253.00,96.21
2252.00,96.14
2251.00,96.03
2250.00,95.88
2249.00,95.70
2248.00,95.48
2247.00,95.21
2246.00,94.90
2245.00,94.55
2244.00,94.17
2243.00,93.75
2242.00,93.32
2241.00,92.90
2240.00,92.53
2239.00,92.25
2238.00,92.08
2237.00,92.07
2236.00,92.22
2235.00,92.52
2234.00,92.93
2233.00,93.41
2232.00,93.92
2231.00,94.40
2230.00,94.84
2229.00,95.21
2228.00,95.50
2227.00,95.72
2226.00,95.88
2225.00,95.99
2224.00,96.08
2223.00,96.14
2222.00,96.20
2221.00,96.23
2220.00,96.26
2219.00,96.28
2218.00,96.29
2217.00,96.30
2216.00,96.31
2215.00,96.31
2214.00,96.32
2213.00,96.34
2212.00,96.35
2211.00,96.36
2210.00,96.38
2209.00,96.38
2208.00,96.39
2207.00,96.40
2206.00,96.40
2205.00,96.40
2204.00,96.39
2203.00,96.38
2202.00,96.38
2201.00,96.37
2200.00,96.37
2199.00,96.37
2198.00,96.36
2197.00,96.36
2196.00,96.36
2195.00,96.35
2194.00,96.33
2193.00,96.31
2192.00,96.30
2191.00,96.30
2190.00,96.29
2189.00,96.27
2188.00,96.25
2187.00,96.23
2186.00,96.22
2185.00,96.22
2184.00,96.25
2183.00,96.30
2182.00,96.35
2181.00,96.39
2180.00,96.40
2179.00,96.39
2178.00,96.38
2177.00,96.38
2176.00,96.39
2175.00,96.42
2174.00,96.45
2173.00,96.45
2172.00,96.42
2171.00,96.38
2170.00,96.33
2169.00,96.27
2168.00,96.21
2167.00,96.16
2166.00,96.12
2165.00,96.10
2164.00,96.07
2163.00,96.04
2162.00,96.03
2161.00,96.08
2160.00,96.26
2159.00,96.53
2158.00,96.81
2157.00,97.00
2156.00,97.06
2155.00,97.04
2154.00,96.99
2153.00,96.94
2152.00,96.89
2151.00,96.86
2150.00,96.84
2149.00,96.82
2148.00,96.81
2147.00,96.83
2146.00,96.85
2145.00,96.87
2144.00,96.88
2143.00,96.87
2142.00,96.87
2141.00,96.87
2140.00,96.89
2139.00,96.90
2138.00,96.90
2137.00,96.91
2136.00,96.94
2135.00,96.99
2134.00,97.05
2133.00,97.08
2132.00,97.08
2131.00,97.06
2130.00,97.02
2129.00,96.99
2128.00,96.96
2127.00,96.93
2126.00,96.91
2125.00,96.88
2124.00,96.85
2123.00,96.83
2122.00,96.81
2121.00,96.80
2120.00,96.78
2119.00,96.75
2118.00,96.73
2117.00,96.71
2116.00,96.68
2115.00,96.66
2114.00,96.64
2113.00,96.63
2112.00,96.64
2111.00,96.64
2110.00,96.65
2109.00,96.65
2108.00,96.64
2107.00,96.64
2106.00,96.64
2105.00,96.65
2104.00,96.65
2103.00,96.65
2102.00,96.65
2101.00,96.65
2100.00,96.65
2099.00,96.66
2098.00,96.67
2097.00,96.70
2096.00,96.73
2095.00,96.77
2094.00,96.79
2093.00,96.79
2092.00,96.77
2091.00,96.75
2090.00,96.73
2089.00,96.71
2088.00,96.69
2087.00,96.67
2086.00,96.66
2085.00,96.64
2084.00,96.63
2083.00,96.61
2082.00,96.59
2081.00,96.58
2080.00,96.57
2079.00,96.57
2078.00,96.58
2077.00,96.59
2076.00,96.59
2075.00,96.59
2074.00,96.58
2073.00,96.58
2072.00,96.59
2071.00,96.59
2070.00,96.60
2069.00,96.61
2068.00,96.60
2067.00,96.59
2066.00,96.59
2065.00,96.58
2064.00,96.58
2063.00,96.58
2062.00,96.59
2061.00,96.59
2060.00,96.60
2059.00,96.59
2058.00,96.59
2057.00,96.58
2056.00,96.57
2055.00,96.56
2054.00,96.54
2053.00,96.48
2052.00,96.39
2051.00,96.31
2050.00,96.27
2049.00,96.28
2048.00,96.32
2047.00,96.36
2046.00,96.39
2045.00,96.40
2044.00,96.41
2043.00,96.40
2042.00,96.39
2041.00,96.38
2040.00,96.37
2039.00,96.36
2038.00,96.34
2037.00,96.32
2036.00,96.33
2035.00,96.36
2034.00,96.40
2033.00,96.44
2032.00,96.47
2031.00,96.48
2030.00,96.48
2029.00,96.48
2028.00,96.49
2027.00,96.49
2026.00,96.50
2025.00,96.50
2024.00,96.51
2023.00,96.52
2022.00,96.52
2021.00,96.53
2020.00,96.53
2019.00,96.53
2018.00,96.54
2017.00,96.54
2016.00,96.53
2015.00,96.52
2014.00,96.51
2013.00,96.51
2012.00,96.50
2011.00,96.49
2010.00,96.48
2009.00,96.47
2008.00,96.50
2007.00,96.56
2006.00,96.62
2005.00,96.65
2004.00,96.64
2003.00,96.60
2002.00,96.57
2001.00,96.54
2000.00,96.52
1999.00,96.50
1998.00,96.48
1997.00,96.45
1996.00,96.41
1995.00,96.38
1994.00,96.35
1993.00,96.32
1992.00,96.30
1991.00,96.27
1990.00,96.25
1989.00,96.22
1988.00,96.19
1987.00,96.15
1986.00,96.12
1985.00,96.08
1984.00,96.04
1983.00,95.99
1982.00,95.92
1981.00,95.84
1980.00,95.79
1979.00,95.79
1978.00,95.86
1977.00,95.97
1976.00,96.06
1975.00,96.11
1974.00,96.13
1973.00,96.12
1972.00,96.11
1971.00,96.09
1970.00,96.07
1969.00,96.05
1968.00,96.02
1967.00,96.01
1966.00,95.99
1965.00,95.97
1964.00,95.95
1963.00,95.93
1962.00,95.92
1961.00,95.93
1960.00,95.94
1959.00,95.95
1958.00,95.94
1957.00,95.92
1956.00,95.89
1955.00,95.86
1954.00,95.84
1953.00,95.83
1952.00,95.83
1951.00,95.84
1950.00,95.84
1949.00,95.85
1948.00,95.86
1947.00,95.88
1946.00,95.91
1945.00,95.93
1944.00,95.96
1943.00,96.01
1942.00,96.05
1941.00,96.09
1940.00,96.13
1939.00,96.17
1938.00,96.22
1937.00,96.27
1936.00,96.32
1935.00,96.37
1934.00,96.41
1933.00,96.45
1932.00,96.48
1931.00,96.50
1930.00,96.53
1929.00,96.55
1928.00,96.57
1927.00,96.59
1926.00,96.60
1925.00,96.61
1924.00,96.61
1923.00,96.61
1922.00,96.61
1921.00,96.61
1920.00,96.61
1919.00,96.62
1918.00,96.63
1917.00,96.63
1916.00,96.62
1915.00,96.61
1914.00,96.60
1913.00,96.59
1912.00,96.59
1911.00,96.58
1910.00,96.57
1909.00,96.55
1908.00,96.52
1907.00,96.50
1906.00,96.48
1905.00,96.46
1904.00,96.45
1903.00,96.43
1902.00,96.41
1901.00,96.38
1900.00,96.36
1899.00,96.34
1898.00,96.32
1897.00,96.30
1896.00,96.28
1895.00,96.25
1894.00,96.23
1893.00,96.21
1892.00,96.19
1891.00,96.17
1890.00,96.15
1889.00,96.13
1888.00,96.11
1887.00,96.09
1886.00,96.07
1885.00,96.06
1884.00,96.05
1883.00,96.03
1882.00,96.02
1881.00,96.01
1880.00,96.01
1879.00,96.01
1878.00,96.01
1877.00,96.01
1876.00,96.02
1875.00,96.04
1874.00,96.06
1873.00,96.08
1872.00,96.10
1871.00,96.12
1870.00,96.15
1869.00,96.19
1868.00,96.24
1867.00,96.28
1866.00,96.32
1865.00,96.35
1864.00,96.39
1863.00,96.43
1862.00,96.47
1861.00,96.50
1860.00,96.53
1859.00,96.56
1858.00,96.59
1857.00,96.62
1856.00,96.64
1855.00,96.65
1854.00,96.67
1853.00,96.68
1852.00,96.69
1851.00,96.70
1850.00,96.71
1849.00,96.71
1848.00,96.72
1847.00,96.71
1846.00,96.71
1845.00,96.71
1844.00,96.71
1843.00,96.70
1842.00,96.69
1841.00,96.67
1840.00,96.66
1839.00,96.64
1838.00,96.63
1837.00,96.61
1836.00,96.60
1835.00,96.58
1834.00,96.56
1833.00,96.54
1832.00,96.51
1831.00,96.49
1830.00,96.46
1829.00,96.43
1828.00,96.40
1827.00,96.38
1826.00,96.36
1825.00,96.33
1824.00,96.31
1823.00,96.28
1822.00,96.26
1821.00,96.24
1820.00,96.23
1819.00,96.23
1818.00,96.23
1817.00,96.23
1816.00,96.22
1815.00,96.20
1814.00,96.17
1813.00,96.15
1812.00,96.13
1811.00,96.12
1810.00,96.11
1809.00,96.11
1808.00,96.11
1807.00,96.11
1806.00,96.11
1805.00,96.12
1804.00,96.14
1803.00,96.16
1802.00,96.19
1801.00,96.22
1800.00,96.26
1799.00,96.29
1798.00,96.33
1797.00,96.36
1796.00,96.39
1795.00,96.42
1794.00,96.45
1793.00,96.49
1792.00,96.52
1791.00,96.55
1790.00,96.57
1789.00,96.59
1788.00,96.60
1787.00,96.62
1786.00,96.63
1785.00,96.63
1784.00,96.62
1783.00,96.61
1782.00,96.60
1781.00,96.58
1780.00,96.57
1779.00,96.56
1778.00,96.55
1777.00,96.54
1776.00,96.54
1775.00,96.53
1774.00,96.52
1773.00,96.51
1772.00,96.51
1771.00,96.50
1770.00,96.48
1769.00,96.47
1768.00,96.46
1767.00,96.45
1766.00,96.42
1765.00,96.40
1764.00,96.38
1763.00,96.36
1762.00,96.33
1761.00,96.30
1760.00,96.27
1759.00,96.25
1758.00,96.22
1757.00,96.20
1756.00,96.17
1755.00,96.14
1754.00,96.11
1753.00,96.08
1752.00,96.04
1751.00,96.00
1750.00,95.93
1749.00,95.85
1748.00,95.76
1747.00,95.65
1746.00,95.53
1745.00,95.39
1744.00,95.21
1743.00,94.99
1742.00,94.74
1741.00,94.43
1740.00,94.06
1739.00,93.65
1738.00,93.28
1737.00,92.93
1736.00,92.54
1735.00,92.00
1734.00,91.37
1733.00,90.84
1732.00,90.45
1731.00,90.14
1730.00,89.86
1729.00,89.65
1728.00,89.52
1727.00,89.47
1726.00,89.50
1725.00,89.62
1724.00,89.81
1723.00,90.07
1722.00,90.35
1721.00,90.66
1720.00,91.00
1719.00,91.43
1718.00,91.95
1717.00,92.46
1716.00,92.90
1715.00,93.27
1714.00,93.62
1713.00,93.92
1712.00,94.19
1711.00,94.44
1710.00,94.67
1709.00,94.87
1708.00,95.03
1707.00,95.19
1706.00,95.34
1705.00,95.46
1704.00,95.55
1703.00,95.62
1702.00,95.69
1701.00,95.77
1700.00,95.83
1699.00,95.87
1698.00,95.89
1697.00,95.91
1696.00,95.95
1695.00,95.99
1694.00,96.01
1693.00,96.01
1692.00,96.01
1691.00,96.02
1690.00,96.03
1689.00,96.03
1688.00,96.03
1687.00,96.02
1686.00,96.02
1685.00,96.02
1684.00,96.01
1683.00,96.01
1682.00,96.02
1681.00,96.03
1680.00,96.03
1679.00,96.04
1678.00,96.05
1677.00,96.05
1676.00,96.05
1675.00,96.06
1674.00,96.06
1673.00,96.05
1672.00,96.05
1671.00,96.06
1670.00,96.07
1669.00,96.08
1668.00,96.09
1667.00,96.10
1666.00,96.12
1665.00,96.14
1664.00,96.15
1663.00,96.17
1662.00,96.19
1661.00,96.19
1660.00,96.20
1659.00,96.20
1658.00,96.21
1657.00,96.21
1656.00,96.20
1655.00,96.20
1654.00,96.21
1653.00,96.21
1652.00,96.21
1651.00,96.21
1650.00,96.20
1649.00,96.20
1648.00,96.20
1647.00,96.19
1646.00,96.17
1645.00,96.14
1644.00,96.10
1643.00,96.07
1642.00,96.04
1641.00,96.02
1640.00,96.00
1639.00,96.00
1638.00,96.01
1637.00,96.03
1636.00,96.06
1635.00,96.10
1634.00,96.12
1633.00,96.14
1632.00,96.14
1631.00,96.15
1630.00,96.15
1629.00,96.14
1628.00,96.11
1627.00,96.09
1626.00,96.07
1625.00,96.06
1624.00,96.04
1623.00,96.02
1622.00,96.01
1621.00,95.99
1620.00,95.98
1619.00,95.96
1618.00,95.94
1617.00,95.91
1616.00,95.85
1615.00,95.78
1614.00,95.71
1613.00,95.60
1612.00,95.46
1611.00,95.23
1610.00,94.91
1609.00,94.45
1608.00,93.86
1607.00,93.16
1606.00,92.41
1605.00,91.68
1604.00,91.06
1603.00,90.69
1602.00,90.67
1601.00,90.99
1600.00,91.55
1599.00,92.23
1598.00,92.92
1597.00,93.53
1596.00,94.03
1595.00,94.42
1594.00,94.72
1593.00,94.94
1592.00,95.09
1591.00,95.18
1590.00,95.20
1589.00,95.11
1588.00,94.91
1587.00,94.63
1586.00,94.33
1585.00,94.09
1584.00,93.98
1583.00,94.07
1582.00,94.33
1581.00,94.68
1580.00,95.02
1579.00,95.31
1578.00,95.55
1577.00,95.76
1576.00,95.92
1575.00,96.04
1574.00,96.12
1573.00,96.16
1572.00,96.21
1571.00,96.25
1570.00,96.29
1569.00,96.31
1568.00,96.32
1567.00,96.32
1566.00,96.34
1565.00,96.34
1564.00,96.34
1563.00,96.33
1562.00,96.33
1561.00,96.33
1560.00,96.31
1559.00,96.27
1558.00,96.23
1557.00,96.21
1556.00,96.19
1555.00,96.18
1554.00,96.18
1553.00,96.17
1552.00,96.15
1551.00,96.13
1550.00,96.12
1549.00,96.11
1548.00,96.10
1547.00,96.10
1546.00,96.11
1545.00,96.11
1544.00,96.11
1543.00,96.11
1542.00,96.12
1541.00,96.14
1540.00,96.16
1539.00,96.19
1538.00,96.22
1537.00,96.25
1536.00,96.27
1535.00,96.30
1534.00,96.33
1533.00,96.36
1532.00,96.37
1531.00,96.38
1530.00,96.40
1529.00,96.41
1528.00,96.41
1527.00,96.41
1526.00,96.42
1525.00,96.41
1524.00,96.40
1523.00,96.39
1522.00,96.40
1521.00,96.40
1520.00,96.38
1519.00,96.36
1518.00,96.35
1517.00,96.34
1516.00,96.31
1515.00,96.29
1514.00,96.28
1513.00,96.26
1512.00,96.22
1511.00,96.18
1510.00,96.15
1509.00,96.10
1508.00,95.99
1507.00,95.83
1506.00,95.64
1505.00,95.44
1504.00,95.20
1503.00,94.88
1502.00,94.41
1501.00,93.67
1500.00,92.52
1499.00,90.79
1498.00,88.29
1497.00,85.10
1496.00,81.95
1495.00,79.82
1494.00,79.09
1493.00,79.69
1492.00,81.44
1491.00,84.03
1490.00,86.80
1489.00,89.04
1488.00,90.58
1487.00,91.65
1486.00,92.43
1485.00,93.01
1484.00,93.46
1483.00,93.81
1482.00,94.09
1481.00,94.28
1480.00,94.40
1479.00,94.47
1478.00,94.50
1477.00,94.47
1476.00,94.40
1475.00,94.32
1474.00,94.23
1473.00,94.11
1472.00,93.99
1471.00,93.90
1470.00,93.80
1469.00,93.68
1468.00,93.52
1467.00,93.35
1466.00,93.12
1465.00,92.80
1464.00,92.41
1463.00,91.99
1462.00,91.50
1461.00,90.85
1460.00,89.92
1459.00,88.39
1458.00,85.68
1457.00,81.81
1456.00,78.13
1455.00,75.63
1454.00,74.16
1453.00,73.53
1452.00,73.69
1451.00,74.47
1450.00,75.57
1449.00,76.77
1448.00,78.02
1447.00,79.20
1446.00,80.26
1445.00,81.22
1444.00,82.17
1443.00,83.08
1442.00,83.91
1441.00,84.62
1440.00,85.24
1439.00,85.82
1438.00,86.42
1437.00,87.08
1436.00,87.75
1435.00,88.31
1434.00,88.78
1433.00,89.24
1432.00,89.74
1431.00,90.27
1430.00,90.80
1429.00,91.28
1428.00,91.71
1427.00,92.07
1426.00,92.36
1425.00,92.63
1424.00,92.87
1423.00,93.03
1422.00,93.14
1421.00,93.23
1420.00,93.33
1419.00,93.42
1418.00,93.51
1417.00,93.60
1416.00,93.70
1415.00,93.79
1414.00,93.87
1413.00,93.95
1412.00,94.02
1411.00,94.06
1410.00,94.08
1409.00,94.09
1408.00,94.10
1407.00,94.08
1406.00,94.04
1405.00,94.00
1404.00,93.97
1403.00,93.93
1402.00,93.89
1401.00,93.86
1400.00,93.83
1399.00,93.80
1398.00,93.77
1397.00,93.74
1396.00,93.72
1395.00,93.70
1394.00,93.68
1393.00,93.66
1392.00,93.65
1391.00,93.63
1390.00,93.61
1389.00,93.58
1388.00,93.53
1387.00,93.46
1386.00,93.36
1385.00,93.25
1384.00,93.12
1383.00,92.98
1382.00,92.81
1381.00,92.64
1380.00,92.46
1379.00,92.29
1378.00,92.13
1377.00,91.99
1376.00,91.87
1375.00,91.76
1374.00,91.66
1373.00,91.57
1372.00,91.51
1371.00,91.46
1370.00,91.42
1369.00,91.38
1368.00,91.35
1367.00,91.32
1366.00,91.30
1365.00,91.29
1364.00,91.28
1363.00,91.27
1362.00,91.26
1361.00,91.26
1360.00,91.26
1359.00,91.26
1358.00,91.26
1357.00,91.26
1356.00,91.27
1355.00,91.28
1354.00,91.29
1353.00,91.29
1352.00,91.31
1351.00,91.32
1350.00,91.33
1349.00,91.35
1348.00,91.38
1347.00,91.41
1346.00,91.44
1345.00,91.48
1344.00,91.53
1343.00,91.57
1342.00,91.62
1341.00,91.68
1340.00,91.73
1339.00,91.77
1338.00,91.79
1337.00,91.80
1336.00,91.81
1335.00,91.82
1334.00,91.82
1333.00,91.82
1332.00,91.82
1331.00,91.83
1330.00,91.85
1329.00,91.86
1328.00,91.89
1327.00,91.91
1326.00,91.92
1325.00,91.94
1324.00,91.95
1323.00,91.96
1322.00,91.96
1321.00,91.96
1320.00,91.95
1319.00,91.94
1318.00,91.92
1317.00,91.91
1316.00,91.90
1315.00,91.90
1314.00,91.90
1313.00,91.90
1312.00,91.91
1311.00,91.93
1310.00,91.95
1309.00,91.98
1308.00,92.01
1307.00,92.05
1306.00,92.10
1305.00,92.16
1304.00,92.23
1303.00,92.30
1302.00,92.37
1301.00,92.44
1300.00,92.51
1299.00,92.57
1298.00,92.62
1297.00,92.67
1296.00,92.72
1295.00,92.77
1294.00,92.81
1293.00,92.85
1292.00,92.89
1291.00,92.93
1290.00,92.96
1289.00,92.99
1288.00,93.02
1287.00,93.05
1286.00,93.07
1285.00,93.09
1284.00,93.10
1283.00,93.11
1282.00,93.11
1281.00,93.11
1280.00,93.10
1279.00,93.09
1278.00,93.08
1277.00,93.06
1276.00,93.05
1275.00,93.04
1274.00,93.02
1273.00,93.01
1272.00,93.00
1271.00,92.99
1270.00,92.97
1269.00,92.95
1268.00,92.94
1267.00,92.91
1266.00,92.89
1265.00,92.86
1264.00,92.84
1263.00,92.84
1262.00,92.84
1261.00,92.86
1260.00,92.90
1259.00,92.96
1258.00,93.02
1257.00,93.09
1256.00,93.17
1255.00,93.25
1254.00,93.33
1253.00,93.40
1252.00,93.48
1251.00,93.55
1250.00,93.61
1249.00,93.67
1248.00,93.71
1247.00,93.75
1246.00,93.78
1245.00,93.80
1244.00,93.81
1243.00,93.81
1242.00,93.80
1241.00,93.79
1240.00,93.80
1239.00,93.80
1238.00,93.81
1237.00,93.82
1236.00,93.83
1235.00,93.85
1234.00,93.87
1233.00,93.89
1232.00,93.91
1231.00,93.93
1230.00,93.94
1229.00,93.94
1228.00,93.94
1227.00,93.93
1226.00,93.91
1225.00,93.87
1224.00,93.83
1223.00,93.79
1222.00,93.73
1221.00,93.67
1220.00,93.59
1219.00,93.51
1218.00,93.42
1217.00,93.33
1216.00,93.25
1215.00,93.17
1214.00,93.08
1213.00,93.00
1212.00,92.93
1211.00,92.85
1210.00,92.79
1209.00,92.73
1208.00,92.67
1207.00,92.62
1206.00,92.56
1205.00,92.51
1204.00,92.46
1203.00,92.41
1202.00,92.37
1201.00,92.33
1200.00,92.31
1199.00,92.30
1198.00,92.29
1197.00,92.29
1196.00,92.28
1195.00,92.26
1194.00,92.23
1193.00,92.19
1192.00,92.14
1191.00,92.05
1190.00,91.93
1189.00,91.77
1188.00,91.59
1187.00,91.39
1186.00,91.18
1185.00,90.98
1184.00,90.80
1183.00,90.68
1182.00,90.61
1181.00,90.60
1180.00,90.63
1179.00,90.69
1178.00,90.74
1177.00,90.77
1176.00,90.77
1175.00,90.75
1174.00,90.72
1173.00,90.67
1172.00,90.62
1171.00,90.56
1170.00,90.51
1169.00,90.45
1168.00,90.40
1167.00,90.35
1166.00,90.31
1165.00,90.25
1164.00,90.19
1163.00,90.10
1162.00,90.00
1161.00,89.87
1160.00,89.72
1159.00,89.58
1158.00,89.45
1157.00,89.38
1156.00,89.39
1155.00,89.51
1154.00,89.75
1153.00,90.09
1152.00,90.50
1151.00,90.95
1150.00,91.39
1149.00,91.80
1148.00,92.19
1147.00,92.54
1146.00,92.87
1145.00,93.17
1144.00,93.44
1143.00,93.69
1142.00,93.90
1141.00,94.09
1140.00,94.26
1139.00,94.40
1138.00,94.51
1137.00,94.61
1136.00,94.69
1135.00,94.76
1134.00,94.81
1133.00,94.84
1132.00,94.86
1131.00,94.87
1130.00,94.87
1129.00,94.86
1128.00,94.83
1127.00,94.80
1126.00,94.75
1125.00,94.70
1124.00,94.63
1123.00,94.54
1122.00,94.45
1121.00,94.35
1120.00,94.24
1119.00,94.14
1118.00,94.06
1117.00,93.99
1116.00,93.95
1115.00,93.91
1114.00,93.89
1113.00,93.87
1112.00,93.86
1111.00,93.84
1110.00,93.83
1109.00,93.81
1108.00,93.79
1107.00,93.77
1106.00,93.74
1105.00,93.71
1104.00,93.69
1103.00,93.66
1102.00,93.64
1101.00,93.61
1100.00,93.57
1099.00,93.54
1098.00,93.50
1097.00,93.46
1096.00,93.43
1095.00,93.39
1094.00,93.36
1093.00,93.32
1092.00,93.26
1091.00,93.20
1090.00,93.12
1089.00,93.04
1088.00,92.94
1087.00,92.82
1086.00,92.70
1085.00,92.55
1084.00,92.39
1083.00,92.21
1082.00,92.01
1081.00,91.80
1080.00,91.58
1079.00,91.34
1078.00,91.10
1077.00,90.84
1076.00,90.58
1075.00,90.33
1074.00,90.10
1073.00,89.88
1072.00,89.70
1071.00,89.57
1070.00,89.51
1069.00,89.52
1068.00,89.58
1067.00,89.68
1066.00,89.82
1065.00,89.99
1064.00,90.17
1063.00,90.36
1062.00,90.55
1061.00,90.73
1060.00,90.91
1059.00,91.08
1058.00,91.25
1057.00,91.41
1056.00,91.56
1055.00,91.69
1054.00,91.81
1053.00,91.91
1052.00,92.01
1051.00,92.09
1050.00,92.16
1049.00,92.22
1048.00,92.26
1047.00,92.29
1046.00,92.32
1045.00,92.35
1044.00,92.37
1043.00,92.37
1042.00,92.35
1041.00,92.30
1040.00,92.19
1039.00,92.02
1038.00,91.76
1037.00,91.40
1036.00,90.91
1035.00,90.29
1034.00,89.57
1033.00,88.79
1032.00,88.03
1031.00,87.39
1030.00,86.96
1029.00,86.79
1028.00,86.87
1027.00,87.16
1026.00,87.59
1025.00,88.05
1024.00,88.49
1023.00,88.88
1022.00,89.21
1021.00,89.48
1020.00,89.72
1019.00,89.91
1018.00,90.09
1017.00,90.24
1016.00,90.37
1015.00,90.48
1014.00,90.57
1013.00,90.66
1012.00,90.73
1011.00,90.79
1010.00,90.83
1009.00,90.84
1008.00,90.83
1007.00,90.79
1006.00,90.73
1005.00,90.68
1004.00,90.66
1003.00,90.72
1002.00,90.86
1001.00,91.03
1000.00,91.19
999.00,91.28
998.00,91.29
997.00,91.25
996.00,91.17
995.00,91.10
994.00,91.05
993.00,91.02
992.00,91.01
991.00,91.01
990.00,91.03
989.00,91.04
988.00,91.04
987.00,91.02
986.00,90.99
985.00,90.95
984.00,90.88
983.00,90.78
982.00,90.67
981.00,90.51
980.00,90.32
979.00,90.06
978.00,89.74
977.00,89.34
976.00,88.86
975.00,88.29
974.00,87.65
973.00,86.95
972.00,86.21
971.00,85.48
970.00,84.80
969.00,84.21
968.00,83.75
967.00,83.49
966.00,83.44
965.00,83.62
964.00,84.02
963.00,84.62
962.00,85.38
961.00,86.22
960.00,87.09
959.00,87.92
958.00,88.68
957.00,89.34
956.00,89.91
955.00,90.38
954.00,90.78
953.00,91.11
952.00,91.38
951.00,91.61
950.00,91.80
949.00,91.97
948.00,92.11
947.00,92.22
946.00,92.32
945.00,92.40
944.00,92.49
943.00,92.56
942.00,92.64
941.00,92.71
940.00,92.77
939.00,92.84
938.00,92.91
937.00,92.98
936.00,93.05
935.00,93.12
934.00,93.18
933.00,93.24
932.00,93.28
931.00,93.31
930.00,93.32
929.00,93.31
928.00,93.28
927.00,93.23
926.00,93.15
925.00,93.03
924.00,92.87
923.00,92.67
922.00,92.41
921.00,92.10
920.00,91.74
919.00,91.32
918.00,90.87
917.00,90.38
916.00,89.87
915.00,89.38
914.00,88.93
913.00,88.56
912.00,88.29
911.00,88.16
910.00,88.17
909.00,88.34
908.00,88.64
907.00,89.06
906.00,89.56
905.00,90.09
904.00,90.63
903.00,91.14
902.00,91.62
901.00,92.03
900.00,92.38
899.00,92.67
898.00,92.91
897.00,93.11
896.00,93.27
